CODIGO_CLIENTE;UF;IDADE;ESCOLARIDADE;ESTADO_CIVIL;QT_FILHOS;CASA_PROPRIA;QT_IMOVEIS;VL_IMOVEIS;OUTRA_RENDA;OUTRA_RENDA_VALOR;TEMPO_ULTIMO_EMPREGO_MESES;TRABALHANDO_ATUALMENTE;ULTIMO_SALARIO;QT_CARROS;VALOR_TABELA_CARROS;SCORE
265;PR;51;Segundo Grau Completo;Divorciado;0;Não;0;0;Não;0;9;Não;4800;1;50000;18
266;RJ;53;Superior Cursando;Solteiro;1;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
267;SP;55;Superior Completo;Solteiro;1;Sim;0;0;Não;0;22;Não;3900;0;0;29
268;MG;57;Segundo Grau Completo;Casado;0;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
269;SC;62;Superior Cursando;Casado;0;Não;0;0;Não;0;14;Sim;3100;2;40000;40
270;PR;65;Superior Completo;Divorciado;2;Sim;1;185000;Sim;3000;19;Sim;6800;0;0;45
271;RJ;19;Segundo Grau Completo;Divorciado;1;Não;0;0;Não;0;8;Sim;1800;0;0;12
272;SP;23;Superior Cursando;Casado;2;Não;0;0;Não;0;9;Não;4800;1;50000;18
273;RJ;25;Superior Completo;Casado;2;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
274;SP;27;Segundo Grau Completo;Casado;3;Sim;0;0;Não;0;22;Não;3900;0;0;29
275;MG;28;Superior Cursando;Casado;3;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
276;SC;30;Superior Completo;Viuvo;1;Não;0;0;Não;0;14;Sim;3100;2;40000;40
277;PR;32;Superior Cursando;Solteiro;0;Sim;1;185000;Sim;3000;19;Sim;6800;0;0;45
278;RJ;35;Superior Completo;Solteiro;1;Sim;2;450000;Sim;2400;25;Sim;22000;1;150000;51
279;SP;42;Segundo Grau Completo;Casado;0;Não;0;0;Não;0;48;Sim;4500;2;28000;56
280;MG;45;Superior Cursando;Casado;1;Não;0;0;Não;0;120;Não;9800;0;0;62
281;SC;48;Superior Completo;Divorciado;2;Sim;2;600000;Não;0;15;Sim;15000;1;70000;67
282;PR;51;Segundo Grau Completo;Divorciado;0;Sim;0;0;Não;0;80;Não;6100;2;48000;73
283;RJ;53;Superior Cursando;Solteiro;1;Não;1;280000;Não;0;12;Sim;9000;0;0;78
284;SP;55;Superior Completo;Solteiro;1;Não;3;700000;Não;0;75;Não;17500;1;50000;84
285;MG;57;Segundo Grau Completo;Casado;0;Sim;1;340000;Sim;4000;90;Sim;13000;2;180000;89
286;SC;62;Superior Cursando;Casado;0;Sim;1;450000;Sim;3200;93;Não;5300;0;0;95
287;PR;65;Superior Completo;Divorciado;2;Não;3;900000;Não;0;150;Não;18300;1;80000;98
288;RJ;19;Segundo Grau Completo;Divorciado;1;Não;0;0;Não;0;8;Sim;1800;0;0;12
289;SP;23;Segundo Grau Completo;Casado;3;Sim;2;600000;Não;0;15;Sim;15000;1;70000;67
290;RJ;25;Superior Cursando;Casado;3;Sim;0;0;Não;0;80;Não;6100;2;48000;73
291;SP;27;Superior Completo;Viuvo;1;Não;1;280000;Não;0;12;Sim;9000;0;0;78
292;MG;28;Superior Cursando;Solteiro;0;Não;3;700000;Não;0;75;Não;17500;1;50000;84
293;SC;30;Superior Completo;Solteiro;1;Sim;1;340000;Sim;4000;90;Sim;13000;2;180000;89
294;PR;32;Segundo Grau Completo;Casado;0;Sim;1;450000;Sim;3200;93;Não;5300;0;0;95
295;RJ;35;Superior Cursando;Casado;1;Não;3;900000;Não;0;150;Não;18300;1;80000;98
296;SP;42;Superior Completo;Divorciado;2;Não;0;0;Não;0;8;Sim;1800;0;0;12
297;MG;45;Segundo Grau Completo;Divorciado;0;Não;0;0;Não;0;9;Não;4800;1;50000;18
298;SC;48;Superior Cursando;Solteiro;1;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
299;PR;51;Superior Completo;Solteiro;1;Sim;0;0;Não;0;22;Não;3900;0;0;29
300;RJ;53;Segundo Grau Completo;Casado;0;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
301;SP;55;Superior Cursando;Casado;0;Não;0;0;Não;0;14;Sim;3100;2;40000;40
302;MG;57;Superior Completo;Divorciado;2;Sim;1;185000;Sim;3000;19;Sim;6800;0;0;45
303;SC;62;Segundo Grau Completo;Divorciado;1;Não;0;0;Não;0;8;Sim;1800;0;0;12
304;PR;65;Superior Cursando;Casado;2;Não;0;0;Não;0;9;Não;4800;1;50000;18
305;RJ;19;Superior Completo;Casado;2;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
306;SP;23;Segundo Grau Completo;Casado;3;Sim;0;0;Não;0;22;Não;3900;0;0;29
307;RJ;25;Superior Cursando;Casado;3;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
308;SP;27;Superior Completo;Viuvo;1;Não;0;0;Não;0;14;Sim;3100;2;40000;40
309;MG;28;Superior Cursando;Solteiro;0;Sim;1;185000;Sim;3000;19;Sim;6800;0;0;45
310;SC;30;Superior Completo;Solteiro;1;Sim;2;450000;Sim;2400;25;Sim;22000;1;150000;51
311;PR;32;Segundo Grau Completo;Casado;0;Não;0;0;Não;0;48;Sim;4500;2;28000;56
312;RJ;35;Superior Cursando;Casado;1;Não;0;0;Não;0;120;Não;9800;0;0;62
313;SP;42;Superior Completo;Divorciado;2;Sim;2;600000;Não;0;15;Sim;15000;1;70000;67
314;MG;45;Segundo Grau Completo;Divorciado;0;Sim;0;0;Não;0;80;Não;6100;2;48000;73
315;SC;48;Superior Cursando;Solteiro;1;Não;1;280000;Não;0;12;Sim;9000;0;0;78
316;PR;51;Superior Completo;Solteiro;1;Não;3;700000;Não;0;75;Não;17500;1;50000;84
317;RJ;53;Segundo Grau Completo;Casado;0;Sim;1;340000;Sim;4000;90;Sim;13000;2;180000;89
318;SP;55;Superior Cursando;Casado;0;Sim;1;450000;Sim;3200;93;Não;5300;0;0;95
319;MG;57;Superior Completo;Divorciado;2;Não;3;900000;Não;0;150;Não;18300;1;80000;98
320;SC;62;Segundo Grau Completo;Divorciado;1;Não;0;0;Não;0;8;Sim;1800;0;0;12
321;PR;65;Segundo Grau Completo;Casado;3;Sim;2;600000;Não;0;15;Sim;15000;1;70000;67
322;RJ;19;Superior Cursando;Casado;3;Sim;0;0;Não;0;80;Não;6100;2;48000;73
323;SP;23;Superior Completo;Viuvo;1;Não;1;280000;Não;0;12;Sim;9000;0;0;78
324;RJ;25;Superior Cursando;Solteiro;0;Não;3;700000;Não;0;75;Não;17500;1;50000;84
325;SP;27;Superior Completo;Solteiro;1;Sim;1;340000;Sim;4000;90;Sim;13000;2;180000;89
326;MG;28;Segundo Grau Completo;Casado;0;Sim;1;450000;Sim;3200;93;Não;5300;0;0;95
327;SC;30;Superior Cursando;Casado;1;Não;3;900000;Não;0;150;Não;18300;1;80000;98
328;PR;32;Superior Completo;Divorciado;2;Não;0;0;Não;0;8;Sim;1800;0;0;12
329;RJ;35;Segundo Grau Completo;Divorciado;0;Não;0;0;Não;0;9;Não;4800;1;50000;18
330;SP;42;Superior Cursando;Solteiro;1;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
331;MG;45;Superior Completo;Solteiro;1;Sim;0;0;Não;0;22;Não;3900;0;0;29
332;SC;48;Segundo Grau Completo;Casado;0;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
333;PR;51;Superior Cursando;Casado;0;Não;0;0;Não;0;14;Sim;3100;2;40000;40
334;RJ;23;Superior Completo;Divorciado;2;Sim;1;185000;Sim;3000;19;Sim;6800;0;0;45
335;SP;28;Segundo Grau Completo;Divorciado;1;Não;0;0;Não;0;8;Sim;1800;0;0;12
336;MG;30;Superior Cursando;Casado;2;Não;0;0;Não;0;9;Não;4800;1;50000;18
337;SC;32;Superior Completo;Casado;2;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
338;PR;35;Segundo Grau Completo;Casado;3;Sim;0;0;Não;0;22;Não;3900;0;0;29
339;RJ;42;Superior Cursando;Casado;3;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
340;SP;45;Superior Completo;Viuvo;1;Não;0;0;Não;0;14;Sim;3100;2;40000;40
341;RJ;48;Superior Cursando;Solteiro;0;Sim;1;185000;Sim;3000;19;Sim;6800;0;0;45
342;SP;51;Superior Completo;Solteiro;1;Sim;2;450000;Sim;2400;25;Sim;22000;1;150000;51
343;MG;53;Segundo Grau Completo;Casado;0;Não;0;0;Não;0;48;Sim;4500;2;28000;56
344;SC;55;Superior Cursando;Casado;1;Não;0;0;Não;0;120;Não;9800;0;0;62
345;PR;57;Superior Completo;Divorciado;2;Sim;2;600000;Não;0;15;Sim;15000;1;70000;67
346;RJ;62;Segundo Grau Completo;Divorciado;0;Sim;0;0;Não;0;80;Não;6100;2;48000;73
347;SP;65;Superior Cursando;Solteiro;1;Não;1;280000;Não;0;12;Sim;9000;0;0;78
348;MG;19;Superior Completo;Solteiro;1;Não;3;700000;Não;0;75;Não;17500;1;50000;84
349;SC;23;Segundo Grau Completo;Casado;0;Sim;1;340000;Sim;4000;90;Sim;13000;2;180000;89
350;PR;25;Superior Cursando;Casado;0;Sim;1;450000;Sim;3200;93;Não;5300;0;0;95
351;RJ;27;Superior Completo;Divorciado;2;Não;3;900000;Não;0;150;Não;18300;1;80000;98
352;SP;28;Segundo Grau Completo;Divorciado;1;Não;0;0;Não;0;8;Sim;1800;0;0;12
353;MG;30;Superior Cursando;Solteiro;0;Não;0;0;Não;0;8;Sim;1800;0;0;12
354;SC;32;Superior Completo;Solteiro;1;Não;0;0;Não;0;9;Não;4800;1;50000;18
355;PR;35;Segundo Grau Completo;Casado;0;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
356;RJ;42;Superior Cursando;Casado;1;Sim;0;0;Não;0;22;Não;3900;0;0;29
357;SP;45;Superior Completo;Divorciado;2;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
358;RJ;48;Segundo Grau Completo;Divorciado;0;Não;0;0;Não;0;14;Sim;3100;2;40000;40
359;SP;51;Superior Cursando;Solteiro;1;Sim;1;185000;Sim;3000;19;Sim;6800;0;0;45
360;MG;53;Superior Completo;Solteiro;1;Sim;2;450000;Sim;2400;25;Sim;22000;1;150000;51
361;SC;55;Segundo Grau Completo;Casado;0;Não;0;0;Não;0;48;Sim;4500;2;28000;56
362;PR;57;Superior Cursando;Casado;0;Não;0;0;Não;0;120;Não;9800;0;0;62
363;RJ;62;Superior Completo;Divorciado;2;Sim;2;600000;Não;0;15;Sim;15000;1;70000;67
364;SP;65;Segundo Grau Completo;Divorciado;1;Sim;0;0;Não;0;80;Não;6100;2;48000;73
365;MG;19;Superior Cursando;Casado;2;Não;1;280000;Não;0;12;Sim;9000;0;0;78
366;SC;23;Superior Completo;Casado;2;Não;3;700000;Não;0;75;Não;17500;1;50000;84
367;PR;25;Segundo Grau Completo;Casado;3;Sim;1;340000;Sim;4000;90;Sim;13000;2;180000;89
368;RJ;27;Superior Cursando;Casado;3;Sim;1;450000;Sim;3200;93;Não;5300;0;0;95
369;SP;28;Superior Completo;Viuvo;1;Não;3;900000;Não;0;150;Não;18300;1;80000;98
370;MG;30;Superior Cursando;Solteiro;0;Não;0;0;Não;0;8;Sim;1800;0;0;12
371;SC;32;Superior Completo;Solteiro;1;Não;0;0;Não;0;9;Não;4800;1;50000;18
372;PR;35;Segundo Grau Completo;Casado;0;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
373;RJ;42;Superior Cursando;Casado;1;Sim;0;0;Não;0;22;Não;3900;0;0;29
374;SP;45;Superior Completo;Divorciado;2;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
375;RJ;48;Segundo Grau Completo;Divorciado;0;Não;0;0;Não;0;14;Sim;3100;2;40000;40
376;SP;51;Superior Cursando;Solteiro;0;Não;0;0;Não;0;8;Sim;1800;0;0;12
377;MG;53;Superior Completo;Solteiro;1;Não;0;0;Não;0;9;Não;4800;1;50000;18
378;SC;55;Segundo Grau Completo;Casado;0;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
379;PR;57;Superior Cursando;Casado;1;Sim;0;0;Não;0;22;Não;3900;0;0;29
380;RJ;62;Superior Completo;Divorciado;2;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
381;SP;65;Segundo Grau Completo;Divorciado;0;Não;0;0;Não;0;14;Sim;3100;2;40000;40
382;MG;19;Superior Cursando;Solteiro;1;Sim;1;185000;Sim;3000;19;Sim;6800;0;0;45
383;SC;23;Superior Completo;Solteiro;1;Sim;2;450000;Sim;2400;25;Sim;22000;1;150000;51
384;PR;25;Segundo Grau Completo;Casado;0;Não;0;0;Não;0;48;Sim;4500;2;28000;56
385;RJ;27;Superior Cursando;Casado;0;Não;0;0;Não;0;120;Não;9800;0;0;62
386;SP;28;Superior Completo;Divorciado;2;Sim;2;600000;Não;0;15;Sim;15000;1;70000;67
387;MG;30;Segundo Grau Completo;Divorciado;1;Sim;0;0;Não;0;80;Não;6100;2;48000;73
388;SC;32;Superior Cursando;Casado;2;Não;1;280000;Não;0;12;Sim;9000;0;0;78
389;PR;35;Superior Completo;Casado;2;Não;3;700000;Não;0;75;Não;17500;1;50000;84
390;RJ;42;Segundo Grau Completo;Casado;3;Sim;1;340000;Sim;4000;90;Sim;13000;2;180000;89
391;SP;45;Superior Cursando;Casado;3;Sim;1;450000;Sim;3200;93;Não;5300;0;0;95
392;RJ;48;Superior Completo;Viuvo;1;Não;3;900000;Não;0;150;Não;18300;1;80000;98
393;SP;51;Superior Cursando;Solteiro;0;Não;0;0;Não;0;8;Sim;1800;0;0;12
394;MG;53;Superior Completo;Solteiro;1;Não;0;0;Não;0;9;Não;4800;1;50000;18
395;SC;55;Segundo Grau Completo;Casado;0;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
396;PR;57;Superior Cursando;Casado;1;Sim;0;0;Não;0;22;Não;3900;0;0;29
397;RJ;62;Superior Completo;Divorciado;2;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
398;SP;65;Segundo Grau Completo;Divorciado;0;Não;0;0;Não;0;14;Sim;3100;2;40000;40
399;MG;19;Superior Cursando;Solteiro;0;Não;0;0;Não;0;8;Sim;1800;0;0;12
400;SC;23;Superior Completo;Solteiro;1;Não;0;0;Não;0;9;Não;4800;1;50000;18
401;PR;25;Segundo Grau Completo;Casado;0;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
402;RJ;27;Superior Cursando;Casado;1;Sim;0;0;Não;0;22;Não;3900;0;0;29
403;SP;28;Superior Completo;Divorciado;2;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
404;MG;30;Segundo Grau Completo;Divorciado;0;Não;0;0;Não;0;14;Sim;3100;2;40000;40
405;SC;32;Superior Cursando;Solteiro;1;Sim;1;185000;Sim;3000;19;Sim;6800;0;0;45
406;PR;35;Superior Completo;Solteiro;1;Sim;2;450000;Sim;2400;25;Sim;22000;1;150000;51
407;RJ;42;Segundo Grau Completo;Casado;0;Não;0;0;Não;0;48;Sim;4500;2;28000;56
408;SP;45;Superior Cursando;Casado;0;Não;0;0;Não;0;120;Não;9800;0;0;62
409;RJ;48;Superior Completo;Divorciado;2;Sim;2;600000;Não;0;15;Sim;15000;1;70000;67
410;SP;51;Segundo Grau Completo;Divorciado;1;Sim;0;0;Não;0;80;Não;6100;2;48000;73
411;MG;23;Superior Cursando;Casado;2;Não;1;280000;Não;0;12;Sim;9000;0;0;78
412;SC;28;Superior Completo;Casado;2;Não;3;700000;Não;0;75;Não;17500;1;50000;84
413;PR;30;Segundo Grau Completo;Casado;3;Sim;1;340000;Sim;4000;90;Sim;13000;2;180000;89
414;RJ;32;Superior Cursando;Casado;3;Sim;1;450000;Sim;3200;93;Não;5300;0;0;95
415;SP;35;Superior Completo;Viuvo;1;Não;3;900000;Não;0;150;Não;18300;1;80000;98
416;MG;42;Superior Cursando;Solteiro;0;Não;0;0;Não;0;8;Sim;1800;0;0;12
417;SC;45;Superior Completo;Solteiro;1;Não;0;0;Não;0;9;Não;4800;1;50000;18
418;PR;48;Segundo Grau Completo;Casado;0;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
419;RJ;51;Superior Cursando;Casado;1;Sim;0;0;Não;0;22;Não;3900;0;0;29
420;SP;53;Superior Completo;Divorciado;2;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
421;MG;55;Segundo Grau Completo;Divorciado;0;Não;0;0;Não;0;14;Sim;3100;2;40000;40
422;SC;57;Superior Cursando;Solteiro;0;Não;0;0;Não;0;8;Sim;1800;0;0;12
423;PR;62;Superior Completo;Solteiro;1;Não;0;0;Não;0;9;Não;4800;1;50000;18
424;RJ;65;Segundo Grau Completo;Casado;0;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
425;SP;19;Superior Cursando;Casado;1;Sim;0;0;Não;0;22;Não;3900;0;0;29
426;RJ;23;Superior Completo;Divorciado;2;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
427;SP;25;Segundo Grau Completo;Divorciado;0;Não;0;0;Não;0;14;Sim;3100;2;40000;40
428;MG;27;Superior Cursando;Solteiro;1;Sim;1;185000;Sim;3000;19;Sim;6800;0;0;45
429;SC;28;Superior Completo;Solteiro;1;Sim;2;450000;Sim;2400;25;Sim;22000;1;150000;51
430;PR;30;Segundo Grau Completo;Casado;0;Não;0;0;Não;0;48;Sim;4500;2;28000;56
431;RJ;32;Superior Cursando;Casado;0;Não;0;0;Não;0;120;Não;9800;0;0;62
432;SP;35;Superior Completo;Divorciado;2;Sim;2;600000;Não;0;15;Sim;15000;1;70000;67
433;MG;42;Segundo Grau Completo;Divorciado;1;Sim;0;0;Não;0;80;Não;6100;2;48000;73
434;SC;45;Superior Cursando;Casado;2;Não;1;280000;Não;0;12;Sim;9000;0;0;78
435;PR;48;Superior Completo;Casado;2;Não;3;700000;Não;0;75;Não;17500;1;50000;84
436;RJ;51;Segundo Grau Completo;Casado;3;Sim;1;340000;Sim;4000;90;Sim;13000;2;180000;89
437;SP;53;Superior Cursando;Casado;3;Sim;1;450000;Sim;3200;93;Não;5300;0;0;95
438;MG;55;Superior Completo;Viuvo;1;Não;3;900000;Não;0;150;Não;18300;1;80000;98
439;SC;57;Superior Cursando;Solteiro;0;Não;0;0;Não;0;8;Sim;1800;0;0;12
440;PR;62;Superior Completo;Solteiro;1;Não;0;0;Não;0;9;Não;4800;1;50000;18
441;RJ;65;Segundo Grau Completo;Casado;0;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
442;SP;19;Superior Cursando;Casado;1;Sim;0;0;Não;0;22;Não;3900;0;0;29
443;RJ;23;Superior Completo;Divorciado;2;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
444;SP;25;Segundo Grau Completo;Divorciado;0;Não;0;0;Não;0;14;Sim;3100;2;40000;40
445;MG;27;Superior Cursando;Solteiro;0;Não;0;0;Não;0;8;Sim;1800;0;0;12
446;SC;28;Superior Completo;Solteiro;1;Não;0;0;Não;0;9;Não;4800;1;50000;18
447;PR;30;Segundo Grau Completo;Casado;0;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
448;RJ;32;Superior Cursando;Casado;1;Sim;0;0;Não;0;22;Não;3900;0;0;29
449;SP;35;Superior Completo;Divorciado;2;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
450;MG;42;Segundo Grau Completo;Divorciado;0;Não;0;0;Não;0;14;Sim;3100;2;40000;40
451;SC;45;Superior Cursando;Solteiro;1;Sim;1;185000;Sim;3000;19;Sim;6800;0;0;45
452;PR;48;Superior Completo;Solteiro;1;Sim;2;450000;Sim;2400;25;Sim;22000;1;150000;51
453;RJ;51;Segundo Grau Completo;Casado;0;Não;0;0;Não;0;48;Sim;4500;2;28000;56
454;SP;53;Superior Cursando;Casado;0;Não;0;0;Não;0;120;Não;9800;0;0;62
455;MG;55;Superior Completo;Divorciado;2;Sim;2;600000;Não;0;15;Sim;15000;1;70000;67
456;SC;57;Segundo Grau Completo;Divorciado;1;Sim;0;0;Não;0;80;Não;6100;2;48000;73
457;PR;62;Superior Cursando;Casado;2;Não;1;280000;Não;0;12;Sim;9000;0;0;78
458;RJ;65;Superior Completo;Casado;2;Não;3;700000;Não;0;75;Não;17500;1;50000;84
459;SP;19;Segundo Grau Completo;Casado;3;Sim;1;340000;Sim;4000;90;Sim;13000;2;180000;89
460;RJ;23;Superior Cursando;Casado;3;Sim;1;450000;Sim;3200;93;Não;5300;0;0;95
461;SP;25;Superior Completo;Viuvo;1;Não;3;900000;Não;0;150;Não;18300;1;80000;98
462;MG;27;Superior Cursando;Solteiro;0;Não;0;0;Não;0;8;Sim;1800;0;0;12
463;SC;28;Superior Completo;Solteiro;1;Não;0;0;Não;0;9;Não;4800;1;50000;18
464;PR;30;Segundo Grau Completo;Casado;0;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
465;RJ;32;Superior Cursando;Casado;1;Sim;0;0;Não;0;22;Não;3900;0;0;29
466;SP;35;Superior Completo;Divorciado;2;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
467;MG;42;Segundo Grau Completo;Divorciado;0;Não;0;0;Não;0;14;Sim;3100;2;40000;40
468;SC;45;Superior Cursando;Solteiro;0;Não;0;0;Não;0;8;Sim;1800;0;0;12
469;PR;48;Superior Completo;Solteiro;1;Não;0;0;Não;0;9;Não;4800;1;50000;18
470;RJ;51;Segundo Grau Completo;Casado;0;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
471;SP;53;Superior Cursando;Casado;1;Sim;0;0;Não;0;22;Não;3900;0;0;29
472;MG;55;Superior Completo;Divorciado;2;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
473;SC;57;Segundo Grau Completo;Divorciado;0;Não;0;0;Não;0;14;Sim;3100;2;40000;40
474;PR;62;Superior Cursando;Solteiro;1;Sim;1;185000;Sim;3000;19;Sim;6800;0;0;45
475;RJ;65;Superior Completo;Solteiro;1;Sim;2;450000;Sim;2400;25;Sim;22000;1;150000;51
476;SP;19;Segundo Grau Completo;Casado;0;Não;0;0;Não;0;48;Sim;4500;2;28000;56
477;RJ;23;Superior Cursando;Casado;0;Não;0;0;Não;0;120;Não;9800;0;0;62
478;SP;25;Superior Completo;Divorciado;2;Sim;2;600000;Não;0;15;Sim;15000;1;70000;67
479;MG;27;Segundo Grau Completo;Divorciado;1;Sim;0;0;Não;0;80;Não;6100;2;48000;73
480;SC;28;Superior Cursando;Casado;2;Não;1;280000;Não;0;12;Sim;9000;0;0;78
481;PR;30;Superior Completo;Casado;2;Não;3;700000;Não;0;75;Não;17500;1;50000;84
482;RJ;32;Segundo Grau Completo;Casado;3;Sim;1;340000;Sim;4000;90;Sim;13000;2;180000;89
483;SP;35;Superior Cursando;Casado;3;Sim;1;450000;Sim;3200;93;Não;5300;0;0;95
484;MG;42;Superior Completo;Viuvo;1;Não;3;900000;Não;0;150;Não;18300;1;80000;98
485;SC;45;Superior Cursando;Solteiro;0;Não;0;0;Não;0;8;Sim;1800;0;0;12
486;PR;48;Superior Completo;Solteiro;1;Não;0;0;Não;0;9;Não;4800;1;50000;18
487;RJ;51;Segundo Grau Completo;Casado;0;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
488;SP;23;Superior Cursando;Casado;1;Sim;0;0;Não;0;22;Não;3900;0;0;29
489;MG;28;Superior Completo;Divorciado;2;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
490;SC;30;Segundo Grau Completo;Divorciado;0;Não;0;0;Não;0;14;Sim;3100;2;40000;40
491;PR;32;Superior Cursando;Solteiro;0;Não;0;0;Não;0;8;Sim;1800;0;0;12
492;RJ;35;Superior Completo;Solteiro;1;Não;0;0;Não;0;9;Não;4800;1;50000;18
493;SP;42;Segundo Grau Completo;Casado;0;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
494;RJ;45;Superior Cursando;Casado;1;Sim;0;0;Não;0;22;Não;3900;0;0;29
495;SP;48;Superior Completo;Divorciado;2;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
496;MG;51;Segundo Grau Completo;Divorciado;0;Não;0;0;Não;0;14;Sim;3100;2;40000;40
497;SC;53;Superior Cursando;Solteiro;1;Sim;1;185000;Sim;3000;19;Sim;6800;0;0;45
498;PR;55;Superior Completo;Solteiro;1;Sim;2;450000;Sim;2400;25;Sim;22000;1;150000;51
499;RJ;57;Segundo Grau Completo;Casado;0;Não;0;0;Não;0;48;Sim;4500;2;28000;56
500;SP;62;Superior Cursando;Casado;0;Não;0;0;Não;0;120;Não;9800;0;0;62
501;MG;65;Superior Completo;Divorciado;2;Sim;2;600000;Não;0;15;Sim;15000;1;70000;67
502;SC;19;Segundo Grau Completo;Divorciado;1;Sim;0;0;Não;0;80;Não;6100;2;48000;73
503;PR;23;Superior Cursando;Casado;2;Não;1;280000;Não;0;12;Sim;9000;0;0;78
504;RJ;25;Superior Completo;Casado;2;Não;3;700000;Não;0;75;Não;17500;1;50000;84
505;SP;27;Segundo Grau Completo;Casado;3;Sim;1;340000;Sim;4000;90;Sim;13000;2;180000;89
506;MG;28;Superior Cursando;Casado;3;Sim;1;450000;Sim;3200;93;Não;5300;0;0;95
507;SC;30;Superior Completo;Viuvo;1;Não;3;900000;Não;0;150;Não;18300;1;80000;98
508;PR;32;Superior Cursando;Solteiro;0;Não;0;0;Não;0;8;Sim;1800;0;0;12
509;RJ;35;Superior Completo;Solteiro;1;Não;0;0;Não;0;9;Não;4800;1;50000;18
510;SP;42;Segundo Grau Completo;Casado;0;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
511;RJ;45;Superior Cursando;Casado;1;Sim;0;0;Não;0;22;Não;3900;0;0;29
512;RJ;48;Superior Completo;Divorciado;2;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
513;PR;51;Segundo Grau Completo;Divorciado;0;Não;0;0;Não;0;14;Sim;3100;2;40000;40
514;RJ;53;Superior Cursando;Solteiro;0;Não;0;0;Não;0;8;Sim;1800;0;0;12
515;SP;55;Superior Completo;Solteiro;1;Não;0;0;Não;0;9;Não;4800;1;50000;18
516;RJ;57;Segundo Grau Completo;Casado;0;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
517;RJ;62;Superior Cursando;Casado;1;Sim;0;0;Não;0;22;Não;3900;0;0;29
518;PR;65;Superior Completo;Divorciado;2;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
519;RJ;19;Segundo Grau Completo;Divorciado;0;Não;0;0;Não;0;14;Sim;3100;2;40000;40
520;SP;23;Superior Cursando;Solteiro;1;Sim;1;185000;Sim;3000;19;Sim;6800;0;0;45
521;RJ;25;Superior Completo;Solteiro;1;Sim;2;450000;Sim;2400;25;Sim;22000;1;150000;51
522;RJ;27;Segundo Grau Completo;Casado;0;Não;0;0;Não;0;48;Sim;4500;2;28000;56
523;PR;28;Superior Cursando;Casado;0;Não;0;0;Não;0;120;Não;9800;0;0;62
524;RJ;30;Superior Completo;Divorciado;2;Sim;2;600000;Não;0;15;Sim;15000;1;70000;67
525;SP;32;Segundo Grau Completo;Divorciado;1;Sim;0;0;Não;0;80;Não;6100;2;48000;73
526;RJ;35;Superior Cursando;Casado;2;Não;1;280000;Não;0;12;Sim;9000;0;0;78
527;RJ;42;Superior Completo;Casado;2;Não;3;700000;Não;0;75;Não;17500;1;50000;84
528;PR;45;Segundo Grau Completo;Casado;3;Sim;1;340000;Sim;4000;90;Sim;13000;2;180000;89
529;RJ;48;Superior Cursando;Casado;3;Sim;1;450000;Sim;3200;93;Não;5300;0;0;95
530;SP;51;Superior Completo;Viuvo;1;Não;3;900000;Não;0;150;Não;18300;1;80000;98
531;RJ;53;Superior Cursando;Solteiro;0;Não;0;0;Não;0;8;Sim;1800;0;0;12
